text,class,
RT @dm_kapila: ජීවිතේ දුක සැප සම සිතින් දරාගන්නා ආදරයක්❤️ https://t.co/KsHgTLmrvT,Neutral,
@0_dhanushka ඔයාට හිතෙන දේ ඔයා ට්වීට් කරාම අපිත් අපිට හිතෙන දේ කමෙන්ට් කරනවා . ඉන්න කෙල්ලෝ ෆෝවර්ඩ් ද නෑද බලන්නේ ක්‍… https://t.co/PKH4am9tCn,Neutral,
"RT @bbcsinhala: ''දුක දන්න නිසා සාධාරණව වැඩේ කරලා දෙනවා.''
''තමන්ගේ නම්බුව තියාගෙන කාන්තාවන්ට හැකියාවෙන් වැඩ ගන්න පුළුවන්.'' https://t.co/t…",Neutral,
RT @dm_kapila: ජීවිතේ දුක සැප සම සිතින් දරාගන්නා ආදරයක්❤️ https://t.co/KsHgTLmrvT,Neutral,
RT @dm_kapila: ජීවිතේ දුක සැප සම සිතින් දරාගන්නා ආදරයක්❤️ https://t.co/KsHgTLmrvT,Neutral,
ජීවිතේ දුක සැප සම සිතින් දරාගන්නා ආදරයක්❤️ https://t.co/KsHgTLmrvT,Neutral,
"ජීවිතේ ආතල්ම තත්පරෙත් ගෙවුනෙ
කවුරු එක්කද ඇහුවොත් 
මම කියන්නෙ යාලුවො එක්ක! 
මොකද උන් එක්ක ඉද්දි,
රඟපාන්න දෙයක් නෑ
අ… https://t.co/HTyC9NMPKq",Neutral,
"RT @bbcsinhala: ''දුක දන්න නිසා සාධාරණව වැඩේ කරලා දෙනවා.''
''තමන්ගේ නම්බුව තියාගෙන කාන්තාවන්ට හැකියාවෙන් වැඩ ගන්න පුළුවන්.'' https://t.co/t…",Neutral,
"RT @mr_thilina: ඇය පුන්සඳකි..
විටෙක ඉරකි..
ප්‍රේමය මවන්නියකි..
දුක සඟවන්නියකි..
පණ පොවන්නියකි....
ඇයද ජීවයෙකි......❤️
ඉතින් ඇයට හැමදාමත් ආද…",Neutral,
"RT @bbcsinhala: ''දුක දන්න නිසා සාධාරණව වැඩේ කරලා දෙනවා.''
''තමන්ගේ නම්බුව තියාගෙන කාන්තාවන්ට හැකියාවෙන් වැඩ ගන්න පුළුවන්.'' https://t.co/t…",Neutral,
"''දුක දන්න නිසා සාධාරණව වැඩේ කරලා දෙනවා.''
''තමන්ගේ නම්බුව තියාගෙන කාන්තාවන්ට හැකියාවෙන් වැඩ ගන්න පුළුවන්.'' https://t.co/tn4vryBpGI",Neutral,
"දුක යනු,
නිර්මාණයකරුවෙකුගේ උපත හෝ විපත විය හැකිය!

❤️😁✍️",Neutral,
@0_dhanushka අනිවාර්යෙන්..දුක එහෙම නොවෙන එක 🥴,Neutral,
"RT @mr_thilina: ඇය පුන්සඳකි..
විටෙක ඉරකි..
ප්‍රේමය මවන්නියකි..
දුක සඟවන්නියකි..
පණ පොවන්නියකි....
ඇයද ජීවයෙකි......❤️
ඉතින් ඇයට හැමදාමත් ආද…",Neutral,
"හෝලි යනු සියලු දුක, කරදර අමතක කර උද්යෝගයෙන් හා සතුටින් ගත කිරීමට අපට පණිවිඩය ලබා දෙන දිනයකි. හම්බන්⁣තොට ඉන්දියානු… https://t.co/MBdhoIi3SK",Neutral,
"RT @mr_thilina: ඇය පුන්සඳකි..
විටෙක ඉරකි..
ප්‍රේමය මවන්නියකි..
දුක සඟවන්නියකි..
පණ පොවන්නියකි....
ඇයද ජීවයෙකි......❤️
ඉතින් ඇයට හැමදාමත් ආද…",Neutral,
"ඇය පුන්සඳකි..
විටෙක ඉරකි..
ප්‍රේමය මවන්නියකි..
දුක සඟවන්නියකි..
පණ පොවන්නියකි....
ඇයද ජීවයෙකි......❤️
ඉතින් ඇයට හැම… https://t.co/CkvFbxqt5s",Neutral,
@hswickramage දුක අහන අයියලා ඕන තරං  ඉන්නෝ 🤣,Neutral,
"මාමා කෙනෙක්ට දුක කියන්න කෝල් එකක් ගත්තා, බැලින්නම් මාමාට මොංගල් ................ 🌚🌚🌚🌚🌚🌚",Neutral,
@ShalindaSilva1 මට දුක උබෙ වොල්ටිය ගැන 🌚,Neutral,
@PabaluSilva @0_dhanushka දුක හිතුණා හොදේ...,Neutral,
@ItsmeSuppa ඊට පස්සෙ කෙලවුනොත් එහෙම ආයෙ ෆේක් එකකින්වත් ඇවිල්ලා දුක නැති වෙනකල් බනින්නත් බෑ කාටවත් 🥲,Neutral,
ඇහුවහම අපි ගැන දුක හිතෙනව | Samantha Vidyarathna's Sensitive Speech abou... https://t.co/RUb1xXbU5G via @YouTube,Neutral,
"මත්තලට ෆ්ලයිට් දෙකක් අවානම් ඇත්තටම සතුටුයි.

එත් දුක හිතෙන්නේ මේ වගේ ගොන්නු එවා ගැන තප්පුලද්දී! https://t.co/otnpZxZPJK",Neutral,
@induinduu දුක හිතුනා ඉන්දු 🥺🥴,Neutral,
RT @SanathindikaB: මහින්දගේ වැඩ මේවා මහින්ද හොරකම් කල සල්ලි මේ පරෙ යන උන්ටත් මතක නැහැ ඒකයි දුක https://t.co/AGne6M4iTs,Neutral,
"pro tip : කාටවත් උබේ emotions , ප්‍රශ්න , දුක වැඩක් නෑ බන්... Status දැම්ම කියලා ඕව විසදෙන්නෙත් නැ..
ඒ වෙලාවෙ මොකක්… https://t.co/T4gLqxgnu3",Neutral,
RT @WaruAnu: අපේ කොල්ලට දුක හිතිලා කට්ටියම වෙඩින් ගිහින් කියලා ...කන්නෙත් නෑ 🙁🙁🙁🙁 https://t.co/dOt1yEwYIZ,Neutral,
"RT @Cheesequeen324: මේ කේක් කාලා තේ බොන්න විඳපු දුක දන්නෙ ගිය අය විතරමයි හැබැයි 
🥺😂🌝 🍃☕️🍰 https://t.co/gSD7gppgf5",Neutral,
"RT @chapaerandi: ඉතින් නුඹ තව දුර ගියෝතින්
මාව අමතක නොවෙන්න​...
හිත හැදෙන්නට දුක නිවෙන්නට
මටත් කවියක් ලියන්න​... 🥺❤️

මේක නම් මාර ඇබ්බැහිය…",Neutral,
@Mseciice මන් දන්නවා ඔයාලත් ඒ දුක විඳිනව කියලා 2😂,Neutral,
@Iresha_De_Silva මන් දන්නවා ඔයාලත් ඒ දුක විඳිනව කියලා 1 😂,Neutral,
@Ranjith50711805 මේවගේ පට්ට කෙබර හදලා දාන එවුන්ලේ අම්මලාව තමයි උදෙ හවස මතක් වෙන්නේ. ඔහේ මේ පොස්ට් එකේ ඇඩ්මින් නොවේන… https://t.co/nJZE6GzqhQ,Neutral,
@zcorpion_x ඒ කෙල්ලගේ දුක අහන්න එපා  ඔක කක්කා ගොඩක් වෙයි කියලා කියන්නෙ ඔය 🤭,Neutral,
"- 2023.03.28 -
සියදිවි නසා ගැනීම පිළිබඳව වගකීම් සහිත වාර්තාකරණයක්  
සියදිවි නසා ගැනීම පිළිබඳව වගකීම් සහිත වාර්තාකරණ… https://t.co/TlIiqCuRPn",Neutral,
"මියුසියස් එකේ ශිෂ්‍ය නායිකාවන් සහ ගුරුවරු, මොබයිල් ෆෝන් එකක් තිබ්බා කියා අනවශ්‍ය ලෙස සහ බොරුවට හිරිහැර කරලා දැරිවිය… https://t.co/ZMr4nnln87",Neutral,
"මෙරට සෑම පැය 4කට වරක් සියදිවි නසා ගැනීමක් #lka #Srilanka 
https://t.co/BDnGInL7LN",Neutral,
"මගෙ පින්වතුනි, ඔබට යම් කිසි මානසික පීඩාවක්, මානසිකව වැටීමක් තියනවා නම් සියදිවි නසා ගැනීමේ අදහසක නම් ඉන්න එපා. බුදුද… https://t.co/s7H3eAfOLP",Neutral,
"RT @sky2109756: 🔴 දේශපාලකයෝ රටත් මහජනතාව ගැනත් සිතුවානම් ශ්‍රී ලංකාව ලෝකයටම ණය, ලෝකයෙන්ම හිගාකන දුප්පත් රටක් නොවන්නට තිබුණි.
👉ජීවන විදයම…",Neutral,
"🔴 දේශපාලකයෝ රටත් මහජනතාව ගැනත් සිතුවානම් ශ්‍රී ලංකාව ලෝකයටම ණය, ලෝකයෙන්ම හිගාකන දුප්පත් රටක් නොවන්නට තිබුණි.
👉ජීවන… https://t.co/XZRd8LSSjj",Neutral,
"දරු දෙදෙනා සමග මවක් ළිඳට පනී
වැඩි විස්තර - https://t.co/wi7HmPMXqc

තම පිරිමි දරුවන් දෙදෙනා ළිඳට දමා මවද ළිඳට පැන… https://t.co/Xi9yd8dubk",Neutral,
RT @Kavi__SE: අඩනවා නම් අඩනඉන්දු ම තමා .. ❤️😌,Neutral,
අඩනවා නම් අඩනඉන්දු ම තමා .. ❤️😌 https://t.co/lBpdl6wlno,Neutral,
@thrimal_avishka තාම අඩනවා පව්නේත 😶,Neutral,
මගේ මිතුරියකගේ බබෙක් අඩනවා ලග තියෙන චිල්රන් පාක් යමු කියල. යාලුව කියනවා මේ ගිනි මද්දහනේ ඔ්න නෑ කියල. මම ඉතින් ඒක්ක… https://t.co/nzHeMMwJuJ,Neutral,
RT @nipuna__d: ඉදලා ඉදලා ටුවීටරේට ආවාම ජේනි කැඩිච්ච කුඩයක්  බදාගෙන අඩනවා 🥴 https://t.co/CVnC4EwZeZ,Neutral,
ඉදලා ඉදලා ටුවීටරේට ආවාම ජේනි කැඩිච්ච කුඩයක්  බදාගෙන අඩනවා 🥴 https://t.co/CVnC4EwZeZ,Neutral,
@indika27 ඔව් අයියේ.. දැන් එන අයනං එහෙන්මයි. පොතේ දැනුමවිතරයි. වැඩ කරන්න ගියාම බෑ...😐දැන් එනව ගොඩාක් a/lවත් කරන්නෑ… https://t.co/uM8sME3SJB,Neutral,
"@nipuna__d ගියසැරේ නම් ඕකා තෙල් පෝලිමේ හිරවෙලා හිටියා .
සමහරවිට දැන් PARTTIME අඩනවා ඇත්තේ නිකම් නරි නාවලා ඌටත් එපාවෙලා ඇති .
මේ වතාවේ මොකද ?",Neutral,
"RT @Devendara_: හිතුන නිසා..
කලින් වගේම තමයි..හෙරොයින් ඇඩික්ටඩ් වයස 28 අවුරුදු එක හමාරක බබෙක් ඉන්න තාත්තාකෙනෙක් යාලුවො නිසා හෙරොයින් වලට පු…",Neutral,
"RT @Devendara_: හිතුන නිසා..
කලින් වගේම තමයි..හෙරොයින් ඇඩික්ටඩ් වයස 28 අවුරුදු එක හමාරක බබෙක් ඉන්න තාත්තාකෙනෙක් යාලුවො නිසා හෙරොයින් වලට පු…",Neutral,
"හිතුන නිසා..
කලින් වගේම තමයි..හෙරොයින් ඇඩික්ටඩ් වයස 28 අවුරුදු එක හමාරක බබෙක් ඉන්න තාත්තාකෙනෙක් යාලුවො නිසා හෙරොයි… https://t.co/ErgTS59UbW",Neutral,
"RT @Toddy_Lad: මෛත්‍රියා නාහායෙන් අඩනවා වන්දි මුදල ගැන (මිලියන 100). අපි බොරැවට හිතමු මෛත්‍රි ජිවිතෙට දේශපාලනය කරලා හොරකම් කරලා, පගා ගහාලා…",Neutral,
"මෛත්‍රියා නාහායෙන් අඩනවා වන්දි මුදල ගැන (මිලියන 100). අපි බොරැවට හිතමු මෛත්‍රි ජිවිතෙට දේශපාලනය කරලා හොරකම් කරලා, ප… https://t.co/OXYn562KAd",Neutral,
@JayaniFdo එතන ත් අඩනවා 😄,Neutral,
"RT @indika27: ""වැඩිපුර හිනාවෙලා ඉන්න මිනිස්සු හිත යටින් අඩනවා"" කියල අමුතු පුකක් නෑ. කට්ටිය එකතු වුනාම ටික වෙලාවක් හිනාවෙලා හිටිය කියල හැමති…",Neutral,
"RT @indika27: ""වැඩිපුර හිනාවෙලා ඉන්න මිනිස්සු හිත යටින් අඩනවා"" කියල අමුතු පුකක් නෑ. කට්ටිය එකතු වුනාම ටික වෙලාවක් හිනාවෙලා හිටිය කියල හැමති…",Neutral,
"""වැඩිපුර හිනාවෙලා ඉන්න මිනිස්සු හිත යටින් අඩනවා"" කියල අමුතු පුකක් නෑ. කට්ටිය එකතු වුනාම ටික වෙලාවක් හිනාවෙලා හිටිය… https://t.co/084Lwq5peU",Neutral,
"කවදාවත් යන්නෙ නෑ කියපු නිසයි 
ඇතුලට ගත්තෙ වද්ද..
ඇස් කට නාස පිළිවෙලින් 
දැන් අඩනවා පපුවෙ මැද්ද
ඇත්ත කියපන් ,
එයා… https://t.co/HnKmBjF5LN",Neutral,
"@Sashita_A Transformer ගිනි තිබ්බා
හවස 6ට light off කරා
අහිංසකයෝ මිනී මැරුවා
NIC එකතු කරා
Car විකුනලා ගොඩදානවා කිය… https://t.co/1SvFEXYnZY",Neutral,
"@Ayshmarq අපේ අයට ඉතින් ඔක්කොම කවුරුහරි කරලා දෙන්න එපැයි. Visa process එකවත් google කරලා බලන්නෙ නෑ, ඊට පස්සෙ facebo… https://t.co/OxJgdddaN8",Neutral,
JVP එකට මඩ ගහන්න එන එකාට අන්තිමට යන්න වෙන්නෙ රෙදිත් නැතුව.ඒක තමයි තිත්ත ඇත්ත😂.මේකෙ JVP එකට මඩ ගහන හැමෝටම වුනෙත් ඒව… https://t.co/Es2tUKZ44K,Neutral,
@NewsWireLK Jeppo අඩනවා. 😂 Someone check on @Chathurangaab,Neutral,
සමහර ටෙලිනාට්‍ය වල ඉන්න නලුවෝ අඩනවා දැක්කාම අනේ හපෝයි කියලා හිතෙනවා.. 😑,Neutral,
"|| මම හරි ආසයි තනියම ඉන්න 
දන්නවද ඇත්තටම මම සතුටින් හිටියේ තනියම ඉද්දී. බැදීම් ඇතුලේදී මම ගොඩක් ලොකු පීඩෙනක හිටියේ… https://t.co/7AY8WE93jP",Neutral,
@sasi_nilanka හාවොත් අඩනවා මගෙ අහිංසකමට 🥲,Neutral,
RT @Dagaya_: @Nadeez__ අම්මෝ ඔය වරායේ *ත්තලා ඔය පඩිය ගන්නෙත් පිනට කකා ඉද ඉද මෙලොකේ වැඩක් නොකර. දැන් නාහෙන් අඩනවා 😂,Neutral,
"ආදරේ මහ ගොඩක් තිබුනට
සාගතේ බර දැනෙයි ගෙදරට 
උඹත් ලෝකෙට ගෙනා වරදට
අඩනවා මම කදුළු හිරකොට
හොදට ඔතලා සුවය සදලා
උඹව නිදි… https://t.co/jKNk5aGZ1T",Neutral,
@Nadeez__ අම්මෝ ඔය වරායේ *ත්තලා ඔය පඩිය ගන්නෙත් පිනට කකා ඉද ඉද මෙලොකේ වැඩක් නොකර. දැන් නාහෙන් අඩනවා 😂,Neutral,
"එ අම්මා ලස්සනට බබා බලාගෙන තියෙනවා ......ආදරෙන්...කොහෙට වෙලා හරි අඩනවා ඇති.........
ප්‍රශ්නය තමන්ගේ නොවන තාක් දාර්ශනික යි ❤️",Neutral,
"එ අම්මා ලස්සනට බබා බලාගෙන තියෙනවා ......ආදරෙන්...කොහෙට වෙලා හරි අඩනවා ඇති.........
ප්‍රශ්නය තමන්ගේ නොවන තාක් දාර්ශ… https://t.co/ns9uPH8YbP",Neutral,
"උදේ පාන්දරම ඇහුනේ වැඩිමල් ඔබේ සිතට මං ලන්වෙලා සින්දුව.
දැන් මගේ මෝලේ ඒ සින්දුව කිය කිය අඩනවා ඉවරයක් නෑ....😖",Neutral,
"RT @prominimalism: Hitler Wickeamasinghe හැම දාම අවා රට පුලුවන් විදියට හදනවා සද්ද බද්ද මැද. ඊට පස්සේ මිනිහව එල්වගන්නව.
ඊට පස්සෙ කව්රුහරි…",Neutral,
@nipuna__d ලිහා ගන්න බැරුව පැටලිල වැටිල අඩනවා ඒම නෙවෙයි 🌝🌝,Neutral,
"Hitler Wickeamasinghe හැම දාම අවා රට පුලුවන් විදියට හදනවා සද්ද බද්ද මැද. ඊට පස්සේ මිනිහව එල්වගන්නව.

ඊට පස්සෙ කව්රු… https://t.co/9fis8ug39O",Neutral,
"දිවිනසාගැනීම් මිනීමැරීම් වගේ දේවල් දක්වා වැඩිදියුණු වෙන්න පුලුවන්
උදා :- එක්තරා පාසලක ගුරුවරයෙක් 11 වසරෙ පිරිමි ළම… https://t.co/3rtsavJl5r",Neutral,
@indika27 වැඩේ කියන්නෙ අපිට වලි දාගන්න වෙලා තියෙන්නෙ අපේම එවුන් එක්කනෙ මේ වයසක උන්ගෙ ඔලුවල තියෙන්නෙම තන්හාවා ගස් කො… https://t.co/eU4l4YeLpv,Neutral,
"සජිත් ඇයි මේ දවස්වල ඩේලි මිරර් එකට ආඬපාලි කියන්නේ? 
තව එඩිටර් කෙනෙක් කාර් එකක මැරිලා ඉඳියිද දන්නෑ වැඩි දොහක් යන්න කලින්....",Neutral,
@Jsonpereira @UNPunOfficial නාකී ටිකනම් මැරිලා යයි ළමයි තමයි විකුනන්න දේයක් නැති වේච්ච දවසට පව් ගේවන්න ඔනි 🤮🤮 තු තු නෝදකීන්,Neutral,
RT @CharukaLive: කෑම/ කටුවා කෑම කියනෙත් ඕකට. මේක හැදුනොත් හොඳ කරගන්න එයාලට ප්‍රතිශක්තියක් නැති නිසා ඇඟපුරාම පැතිරෙනවා. ඊට පස්සෙ ලොම් ඔක්කොම…,Neutral,
"RT @YasiruRasanga_: ඊයේ රෑ කෝපි බීලා කෝප්පෙ හෝදන්නැතුව බිමින් තියලා තිබ්බා.
දැන් බලද්දී හූනො දෙන්නෙක් ඒකෙ මැරිලා ඉන්නවා.  🤢🤢🤢🤢🤢",Neutral,
"ඊයේ රෑ කෝපි බීලා කෝප්පෙ හෝදන්නැතුව බිමින් තියලා තිබ්බා.
දැන් බලද්දී හූනො දෙන්නෙක් ඒකෙ මැරිලා ඉන්නවා.  🤢🤢🤢🤢🤢",Neutral,
@irajonline මම පිළියන්දල ඉන්නකං එලියට බැස්ස නැති ගැන්සි. ආන්න දැං රගනවා. සේරම තෝ දීපු පුකට පිංසිද්ද වෙන්න. අත දුන්න… https://t.co/L2Vsp0OIcM,Neutral,
"RT @SaMpAtH34753881: #SriLanka 🐘🏳
ලංකාවේ අැත්තු සියැසින් දැකපු අැත් ප…",Neutral,
"RT @SaMpAtH34753881: #SriLanka 🐘🏳
ලංකාවේ අැත්තු සියැසින් දැකපු අැත් ප…",Neutral,
"#SriLanka 🐘🏳
ලංකාවේ අැත්තු සියැසින් දැකපු අැ… https://t.co/XfxS1sTffH",Neutral,
RT @UNPunOfficial: ජුලී නම් ගිය ආත්මේ ලංකාවේ දේශපාලනේ කරලා මැරිලා තියෙන්නෙ. තව ටික දවසකින් ගමේ මළගෙදරකටත් ගෙන්න ගන්න පුළුවන්.,Neutral,
ජුලී නම් ගිය ආත්මේ ලංකාවේ දේශපාලනේ කරලා මැරිලා තියෙන්නෙ. තව ටික දවසකින් ගමේ මළගෙදරකටත් ගෙන්න ගන්න පුළුවන්. https://t.co/WjWXL7me18,Neutral,
ඩයිනෝසරයන් ට ගොඩක් ස්තූතිවන්ත වෙනවා මැරිලා පොසිල ඉන්ධන වෙලා ඒවායෙන් වහන බලගන්වන්න පුළුවන් ඉන්ධන හදන්න පුලුවන් වෙලා… https://t.co/YzumF4PyaI,Neutral,
@SumanaAbeyseke1 @DPMJayawardhan1 @SriNewspaper @KMeeeaaow මිනිස්සු පෝලිම වල මැරිලා වැටෙන එක නවත්තුවම අසාර්තකලු ජයන් මෙන්ඩිස් හමුවන්න,Neutral,
"දැන් නම් පොඩ්ඩක් ඔළුව නිදහස් කරගන්නෝනේ 🥴
දැන්ම මෙහෙම නම් කෙල්ලෙක් එක්ක ලව් කරද්දි මාව බාගෙට මැරිලා යාවි 😑",Neutral,
"සාරා මැරිලා පොලිසිය සොයාගෙන ! 
@SL_PoliceMedia 
https://t.co/qcI2ZBrJSp",Neutral,
"@Media_NR @RajapaksaNamal මී හරකා, උඹ හිතුවද අපි මැරිලා ඉපදුනා කියලා, උඹලා හොරා කාලා කාලා මේ රටේ මිනිස්සුන්ට කන්න… https://t.co/hjwOFbFO5g",Neutral,
යුක්‍රේණේ යුද්දේ ඉවර වෙද්දී රුසියාවේ කොල්ලෝ ගොඩක් මැරිලා. රුසියාවේ කෙල්ලෝ අතිරික්තයක් ඇතිවෙනවා. රුසියාවේ කෙල්ලන්ට ට්‍රයි කරන්න බය වෙන්න එපා.,Neutral,
RT @KaviSenu: මහල්ලා ඕනම කොන්දේසියකට යටත්ව අනාගත පරපුර බිල්ලට දීලා ණය අරගෙන උගෙ හිතවතුන්ටත් බදලා මහළු ඌත් ෆන් අරගෙන මැරිලා යයි. https://t.c…,Neutral,
"ලංකාවේ අපි දිනපතා එතනෝල් වැඩිමනක් ගත්තොත් අක්මාව කේස් වෙන්න ගන්නවා..
හැබැයි බියර් ලීටර් ගනන් එක හුස්මට ගහල දාන ජර්ම… https://t.co/GgmfDWnTH3",Neutral,
@NewsWireLK තොපිට චන්දේ දෙන්න අපි මැරිලා ඉපදෙන ඕනෑ ...පරයො ..,Neutral,
අද මුල්ගම්පල ගුවන්පාලම තියෙද්දිත් අනාරක්ෂිතව දුම්රිය පාර හරහා මාරු වෙන්න ගිය ලමයෙක් බදුල්ල - කොළඹ express එකට හැප්පිලා මැරිලා...😪😪,Neutral,
"@AkilaSilva8 ඉතින් වැඩිපුර නිදාගත්තමත් ජීවත් වුනත් මැරිලා වගේනේ, ඊට වඩා හොදයි ඉන්න ටික කාලේ ඇහැරිලා ජොලියෙන් ඉන්න එක 😜😜😜",Neutral,
"ගෙවල් වලින් පැනලා ගිහින් එල්ලිලා මැරිලා..!
ගෑණු ළමයට අවුරුදු 14 යි. පිරිමි ළමයට අවුරුදු 20 යි.
මොන ජීවිතද මේවා...!!!",Neutral,
@Thomi_Tweet මැරිලා හිටපන් මුලින්ම 😑,Neutral,
RT @KaviSenu: මහල්ලා ඕනම කොන්දේසියකට යටත්ව අනාගත පරපුර බිල්ලට දීලා ණය අරගෙන උගෙ හිතවතුන්ටත් බදලා මහළු ඌත් ෆන් අරගෙන මැරිලා යයි. https://t.c…,Neutral,
@Thomi_Tweet හොපයි. ජුන්ඩා වැලදාගෙන මැරිලා නේද 😳,Neutral,
RT @KaviSenu: මහල්ලා ඕනම කොන්දේසියකට යටත්ව අනාගත පරපුර බිල්ලට දීලා ණය අරගෙන උගෙ හිතවතුන්ටත් බදලා මහළු ඌත් ෆන් අරගෙන මැරිලා යයි. https://t.c…,Neutral,
RT @KaviSenu: මහල්ලා ඕනම කොන්දේසියකට යටත්ව අනාගත පරපුර බිල්ලට දීලා ණය අරගෙන උගෙ හිතවතුන්ටත් බදලා මහළු ඌත් ෆන් අරගෙන මැරිලා යයි. https://t.c…,Neutral,
මහල්ලා ඕනම කොන්දේසියකට යටත්ව අනාගත පරපුර බිල්ලට දීලා ණය අරගෙන උගෙ හිතවතුන්ටත් බදලා මහළු ඌත් ෆන් අරගෙන මැරිලා යයි. https://t.co/x8ylwGI2I8,Neutral,
@thnsameera Lump Sum Tax සමාජවාදී බද්දක්. අනික රනිල් නැත්තම් බෝනස් නෑනේ. එහෙනම් මෙලහකට තෙල් පෝලිමේ ගුටි කාලා මැරිලා.,Neutral,
"RT @bbcsinhala: 'මගේ නෝනා බඩගින්නෙ මැරිලා ගියා' 
පසුගිය වසරේ සෝමාලි නියඟයෙන් 43 000ක් දෙනා මියගියබවට ඇස්තමේන්තු https://t.co/iOMCowHQW0",Neutral,
@yunesh_k ප්රභාකරන් හොද වෙලාවට මැරිලා...🤦,Neutral,
"RT @bbcsinhala: 'මගේ නෝනා බඩගින්නෙ මැරිලා ගියා' 
පසුගිය වසරේ සෝමාලි නියඟයෙන් 43 000ක් දෙනා මියගියබවට ඇස්තමේන්තු https://t.co/iOMCowHQW0",Neutral,
"RT @dimuth_bee: කවුද යකොව් පඳුරට බොම්බ ගැහුවේ අහිංසක හාවොත් මැරිලා.😂🤣🤣
https://t.co/DYeyVLX710",Neutral,
නිදහසේ ආයෙත් කොහෙවත් නූපදින්නම මැරිලා යන්න ඕනෙ නම් මම සැපිරිය යුතු සුදුසුකම් මොනවාද? මේ හිත දුව දුවා යන්නෙ ඒවා සපුර… https://t.co/fKbLPNAUrH,Neutral,
"කවුද යකොව් පඳුරට බොම්බ ගැහුවේ අහිංසක හාවොත් මැරිලා.😂🤣🤣
https://t.co/DYeyVLX710",Neutral,
"RT @bbcsinhala: 'මගේ නෝනා බඩගින්නෙ මැරිලා ගියා' 
පසුගිය වසරේ සෝමාලි නියඟයෙන් 43 000ක් දෙනා මියගියබවට ඇස්තමේන්තු https://t.co/iOMCowHQW0",Neutral,
"'මගේ නෝනා බඩගින්නෙ මැරිලා ගියා' 
පසුගිය වසරේ සෝමාලි නියඟයෙන් 43 000ක් දෙනා මියගියබවට ඇස්තමේන්තු https://t.co/iOMCowHQW0",Neutral,
"@NotJagath දෙතුන් දෙනෙක් මැරිලා කියල ආරංචියක් ආවා. හරියටම නිවුස් එකක් දෙන්නෙ නැතිලු කෝමද මැරුණෙ කියල. 
ඒ නිසා කටකතාවක් යනවා",Neutral,
"""RT @thnsameera: අද ටුවිටර් එකේ හිටියොත් පපුවේ අමාරුව හැදිලා මැරිලා යන්න බැරි නෑ, ඒක නිසා දවස් දෙකකින් විතර එන්න ඕනේ 😁
""අද ටුවිටර් එකේ හිටියොත් පපුවේ අමාරුව හැදිලා මැරිලා යන්න බැරි නෑ",Neutral,
"RT @GimZara: මේ ලෝකෙ හැදිලා තියෙන්නේ ,
ඉපදිලා ජීවත්වෙලා මැරිලා යන්න.
මුදල්වල කිසිම අවශ්‍යතාවක් නෑ. නමුත් මුදලක් නිර්මාණය කලේම පාලනයකට ගන්න.…",Neutral,
@__Banz ඌ ජිවත් වෙලා ඉද්දී ඒ විදියට ඇදලා ඉන්න ආසා වෙන්න ඇති බන්. එහෙම උනාම ඔහොම කරනවා අපිට මැරිලා උනාට ඌට ආදරෙ මිනි… https://t.co/QLBZOltPDi,Neutral,
"""RT @igurupanmalli: මේ සමහර නාකි ගොබ්බයො ටිකක් ඉන්නවා බං උන් ස්වභාවිකව මැරිලා යනකන් මේ ශිෂ්ටාචාරය අලුත් වෙන්නෙ නෑ 🖤💯
""මේ සමහර නාකි ගොබ්බයො ටිකක් ඉන්නවා බං උන් ස්වභාවිකව මැරිලා යනකන් මේ ශිෂ්ටාචාරය අලුත් වෙන්නෙ නෑ 🖤💯",Neutral,
@DehanJ_ මැරිලා වැටිලද,Neutral,
@Sachiya_01 @namada හපො මූ මැරිලා නෑ,Neutral,
RT @Ranjith50711805: අවුරුදු 75ක ශාපයක් කියමින් කෑමොරදෙන්නේ හරියට මුන් මැරිලා ඉපදිලා වගෙයි 1971 88-89 රට විනාශ කලා මදිවට චන්ද්‍රිකාට රාජපක්…,Neutral,
"@Royon7416896 A,මැරිලා නැහැ. මැරුනානම් float වෙන්නේ නැහැ,  floatවෙන්න නම් අඩුම ගානේ දවස් 3-4ක් වත්  වතුරේ ගිලිලා ති… https://t.co/6T08mzMwHA",Neutral,
@Royon7416896 එක පම්කෙක් වත් මැරිලා නෑ 😂,Neutral,
"RT @GimZara: මේ ලෝකෙ හැදිලා තියෙන්නේ ,
ඉපදිලා ජීවත්වෙලා මැරිලා යන්න.
මුදල්වල කිසිම අවශ්‍යතාවක් නෑ. නමුත් මුදලක් නිර්මාණය කලේම පාලනයකට ගන්න.…",Neutral,
"මේ ලෝකෙ හැදිලා තියෙන්නේ ,
ඉපදිලා ජීවත්වෙලා මැරිලා යන්න.
මුදල්වල කිසිම අවශ්‍යතාවක් නෑ. නමුත් මුදලක් නිර්මාණය කලේම පා… https://t.co/biI4sRdufR",Neutral,
""" අපි මේක විසදගමුද ?
මට බෑ ඔයාව නැති කරගන්න...""
අපිට පුලුවන් වුනා නම් 
අන්න එච්චරට පරිණත වෙන්න !
මැරිලා ගිය ආදර ක… https://t.co/Lg4dN1QlcZ",Neutral,
RT @Ranjith50711805: අවුරුදු 75ක ශාපයක් කියමින් කෑමොරදෙන්නේ හරියට මුන් මැරිලා ඉපදිලා වගෙයි 1971 88-89 රට විනාශ කලා මදිවට චන්ද්‍රිකාට රාජපක්…,Neutral,
